"","participant","domain","Obj1","Obj2","Obj3","Obj4","Obj5","subset"
"13801",432,2,"e","c","b","-","-","bce"
"13802",432,11,"e","d","b","c","a","abcde"
"13803",432,9,"a","c","e","d","-","acde"
"13804",432,28,"a","b","d","e","-","abde"
"13805",432,20,"b","e","d","a","-","abde"
"13806",432,24,"e","b","-","-","-","be"
"13807",432,23,"a","c","e","-","-","ace"
"13808",432,30,"c","e","b","-","-","bce"
"13809",432,14,"c","e","d","a","-","acde"
"13810",432,27,"d","c","-","-","-","cd"
"13811",432,21,"d","c","-","-","-","cd"
"13812",432,4,"b","d","-","-","-","bd"
"13813",432,10,"c","a","e","d","-","acde"
"13814",432,15,"c","d","-","-","-","cd"
"13815",432,3,"e","b","d","-","-","bde"
"13816",432,31,"d","a","-","-","-","ad"
"13817",432,17,"b","a","-","-","-","ab"
"13818",432,6,"c","d","-","-","-","cd"
"13819",432,8,"e","c","d","a","-","acde"
"13820",432,7,"e","c","d","b","-","bcde"
"13821",432,13,"d","b","-","-","-","bd"
"13822",432,25,"b","a","-","-","-","ab"
"13823",432,19,"e","c","a","b","-","abce"
"13824",432,18,"d","a","e","c","-","acde"
"13825",433,21,"c","a","b","-","-","abc"
"13826",433,4,"c","d","e","-","-","cde"
"13827",433,14,"e","a","-","-","-","ae"
"13828",433,27,"d","a","-","-","-","ad"
"13829",433,16,"e","b","-","-","-","be"
"13830",433,12,"b","c","d","e","a","abcde"
"13831",433,11,"d","a","-","-","-","ad"
"13832",433,13,"b","c","-","-","-","bc"
"13833",433,22,"c","a","-","-","-","ac"
"13834",433,24,"e","d","-","-","-","de"
"13835",433,5,"d","e","-","-","-","de"
"13836",433,31,"b","c","-","-","-","bc"
"13837",433,6,"b","d","e","a","-","abde"
"13838",433,15,"b","e","-","-","-","be"
"13839",433,9,"a","c","b","-","-","abc"
"13840",433,25,"c","e","-","-","-","ce"
"13841",433,7,"e","c","b","a","-","abce"
"13842",433,20,"c","a","e","b","-","abce"
"13843",433,17,"c","b","d","e","-","bcde"
"13844",433,18,"a","b","-","-","-","ab"
"13845",433,32,"b","a","c","d","-","abcd"
"13846",433,28,"a","e","-","-","-","ae"
"13847",433,3,"c","d","a","-","-","acd"
"13848",433,19,"b","e","a","c","-","abce"
"13849",433,1,"b","d","-","-","-","bd"
"13850",433,10,"c","d","b","-","-","bcd"
"13851",433,23,"b","d","c","-","-","bcd"
"13852",433,30,"d","a","b","-","-","abd"
"13853",433,29,"d","a","e","-","-","ade"
"13854",433,8,"d","b","c","-","-","bcd"
"13855",433,2,"a","d","-","-","-","ad"
"13856",433,26,"b","a","c","-","-","abc"
"13857",434,25,"b","d","-","-","-","bd"
"13858",434,32,"c","b","-","-","-","bc"
"13859",434,15,"d","b","-","-","-","bd"
"13860",434,19,"a","d","e","b","-","abde"
"13861",434,12,"b","e","a","d","-","abde"
"13862",434,13,"d","a","b","-","-","abd"
"13863",434,9,"b","c","e","-","-","bce"
"13864",434,17,"a","b","-","-","-","ab"
"13865",434,16,"d","a","c","-","-","acd"
"13866",434,7,"a","e","b","d","-","abde"
"13867",434,5,"e","a","b","-","-","abe"
"13868",434,6,"d","b","-","-","-","bd"
"13869",434,3,"d","c","b","-","-","bcd"
"13870",434,10,"b","c","d","-","-","bcd"
"13871",434,26,"b","d","e","-","-","bde"
"13872",434,22,"b","d","-","-","-","bd"
"13873",434,1,"b","e","c","d","-","bcde"
"13874",434,8,"c","b","d","-","-","bcd"
"13875",434,11,"b","e","-","-","-","be"
"13876",434,23,"e","a","b","-","-","abe"
"13877",434,21,"c","d","a","-","-","acd"
"13878",434,18,"e","c","a","-","-","ace"
"13879",434,28,"a","e","c","b","-","abce"
"13880",434,4,"a","c","-","-","-","ac"
"13881",434,2,"b","e","a","-","-","abe"
"13882",434,30,"b","c","a","-","-","abc"
"13883",434,14,"c","b","-","-","-","bc"
"13884",434,27,"e","c","a","b","-","abce"
"13885",434,31,"d","c","-","-","-","cd"
"13886",434,29,"b","a","-","-","-","ab"
"13887",434,24,"b","e","c","-","-","bce"
"13888",434,20,"e","d","b","-","-","bde"
"13889",435,29,"e","a","-","-","-","ae"
"13890",435,25,"b","a","c","e","-","abce"
"13891",435,17,"b","a","-","-","-","ab"
"13892",435,5,"a","e","b","-","-","abe"
"13893",435,12,"e","c","-","-","-","ce"
"13894",435,28,"d","a","e","c","-","acde"
"13895",435,14,"a","c","-","-","-","ac"
"13896",435,2,"a","e","c","-","-","ace"
"13897",435,15,"c","e","-","-","-","ce"
"13898",435,7,"b","d","e","a","c","abcde"
"13899",435,19,"b","d","a","-","-","abd"
"13900",435,26,"a","c","-","-","-","ac"
"13901",435,30,"a","d","e","-","-","ade"
"13902",435,21,"d","a","b","e","-","abde"
"13903",435,23,"a","c","d","b","-","abcd"
"13904",435,8,"e","b","c","a","-","abce"
"13905",435,3,"a","c","e","b","-","abce"
"13906",435,4,"c","a","b","e","-","abce"
"13907",435,10,"b","e","a","c","-","abce"
"13908",435,24,"b","c","-","-","-","bc"
"13909",435,20,"d","b","-","-","-","bd"
"13910",435,16,"a","d","c","-","-","acd"
"13911",435,22,"a","d","b","-","-","abd"
"13912",435,18,"c","e","-","-","-","ce"
"13913",435,9,"e","a","b","-","-","abe"
"13914",435,32,"b","a","-","-","-","ab"
"13915",435,31,"d","b","e","-","-","bde"
"13916",435,1,"e","a","b","-","-","abe"
"13917",435,11,"c","a","b","d","-","abcd"
"13918",435,6,"b","e","a","d","-","abde"
"13919",435,27,"d","b","a","c","-","abcd"
"13920",435,13,"c","e","-","-","-","ce"
"13921",436,32,"a","e","-","-","-","ae"
"13922",436,23,"d","e","-","-","-","de"
"13923",436,29,"c","e","-","-","-","ce"
"13924",436,16,"d","b","c","-","-","bcd"
"13925",436,11,"c","d","b","a","-","abcd"
"13926",436,24,"b","d","-","-","-","bd"
"13927",436,8,"e","d","-","-","-","de"
"13928",436,3,"a","d","e","-","-","ade"
"13929",436,28,"a","b","-","-","-","ab"
"13930",436,4,"d","e","a","c","-","acde"
"13931",436,13,"d","c","-","-","-","cd"
"13932",436,17,"d","b","e","a","-","abde"
"13933",436,25,"b","e","a","-","-","abe"
"13934",436,12,"b","d","c","-","-","bcd"
"13935",436,26,"c","b","e","a","d","abcde"
"13936",436,30,"e","a","c","-","-","ace"
"13937",436,20,"a","d","e","b","-","abde"
"13938",436,2,"a","c","d","-","-","acd"
"13939",436,19,"a","e","b","-","-","abe"
"13940",436,15,"b","a","c","e","-","abce"
"13941",436,21,"d","e","a","-","-","ade"
"13942",436,18,"b","e","d","-","-","bde"
"13943",436,1,"e","a","b","-","-","abe"
"13944",436,6,"e","a","-","-","-","ae"
"13945",436,10,"c","d","-","-","-","cd"
"13946",436,7,"d","c","-","-","-","cd"
"13947",436,31,"b","a","e","-","-","abe"
"13948",436,22,"d","b","a","-","-","abd"
"13949",436,9,"a","d","b","-","-","abd"
"13950",436,14,"e","a","d","-","-","ade"
"13951",436,5,"c","d","-","-","-","cd"
"13952",436,27,"a","d","e","-","-","ade"
"13953",437,27,"b","e","a","d","-","abde"
"13954",437,3,"d","e","a","b","-","abde"
"13955",437,20,"a","b","-","-","-","ab"
"13956",437,5,"a","c","-","-","-","ac"
"13957",437,4,"b","e","-","-","-","be"
"13958",437,31,"a","e","-","-","-","ae"
"13959",437,30,"b","d","-","-","-","bd"
"13960",437,16,"b","a","c","-","-","abc"
"13961",437,24,"e","d","-","-","-","de"
"13962",437,10,"b","c","a","-","-","abc"
"13963",437,13,"e","a","-","-","-","ae"
"13964",437,11,"c","a","-","-","-","ac"
"13965",437,26,"a","c","-","-","-","ac"
"13966",437,12,"a","e","-","-","-","ae"
"13967",437,8,"e","c","a","d","-","acde"
"13968",437,2,"e","d","a","b","-","abde"
"13969",437,23,"d","a","-","-","-","ad"
"13970",437,29,"e","b","-","-","-","be"
"13971",437,9,"a","c","e","-","-","ace"
"13972",437,6,"b","e","c","-","-","bce"
"13973",437,32,"d","a","-","-","-","ad"
"13974",437,18,"c","e","-","-","-","ce"
"13975",437,7,"c","e","-","-","-","ce"
"13976",437,1,"e","a","d","-","-","ade"
"13977",437,17,"b","e","-","-","-","be"
"13978",437,14,"c","a","-","-","-","ac"
"13979",437,19,"b","e","a","-","-","abe"
"13980",437,15,"e","a","b","c","-","abce"
"13981",437,25,"a","b","c","-","-","abc"
"13982",437,28,"a","e","-","-","-","ae"
"13983",437,21,"e","b","-","-","-","be"
"13984",437,22,"d","e","b","-","-","bde"
"13985",438,19,"a","c","-","-","-","ac"
"13986",438,16,"d","b","a","-","-","abd"
"13987",438,4,"b","d","-","-","-","bd"
"13988",438,11,"d","c","-","-","-","cd"
"13989",438,18,"a","b","c","-","-","abc"
"13990",438,22,"c","e","a","b","-","abce"
"13991",438,32,"d","b","a","-","-","abd"
"13992",438,2,"e","b","c","-","-","bce"
"13993",438,24,"d","c","-","-","-","cd"
"13994",438,29,"a","c","-","-","-","ac"
"13995",438,6,"b","d","c","e","-","bcde"
"13996",438,30,"c","b","a","-","-","abc"
"13997",438,15,"d","c","-","-","-","cd"
"13998",438,31,"a","b","c","d","-","abcd"
"13999",438,23,"a","e","-","-","-","ae"
"14000",438,5,"e","a","b","c","-","abce"
"14001",438,7,"c","a","e","-","-","ace"
"14002",438,25,"a","e","b","-","-","abe"
"14003",438,28,"e","d","-","-","-","de"
"14004",438,3,"d","b","e","c","-","bcde"
"14005",438,20,"e","d","a","-","-","ade"
"14006",438,9,"c","b","-","-","-","bc"
"14007",438,21,"d","a","b","c","-","abcd"
"14008",438,14,"e","b","-","-","-","be"
"14009",438,12,"b","e","-","-","-","be"
"14010",438,10,"c","a","e","-","-","ace"
"14011",438,1,"d","c","-","-","-","cd"
"14012",438,8,"a","c","e","-","-","ace"
"14013",438,26,"b","e","a","-","-","abe"
"14014",438,27,"c","d","a","-","-","acd"
"14015",438,13,"e","d","-","-","-","de"
"14016",438,17,"e","b","c","-","-","bce"
"14017",439,13,"a","b","d","-","-","abd"
"14018",439,7,"b","c","a","d","-","abcd"
"14019",439,2,"b","e","-","-","-","be"
"14020",439,15,"c","d","b","-","-","bcd"
"14021",439,4,"e","c","-","-","-","ce"
"14022",439,17,"a","d","-","-","-","ad"
"14023",439,5,"b","c","-","-","-","bc"
"14024",439,31,"d","c","b","a","-","abcd"
"14025",439,1,"a","d","b","-","-","abd"
"14026",439,14,"a","e","b","-","-","abe"
"14027",439,23,"a","e","-","-","-","ae"
"14028",439,19,"e","c","a","-","-","ace"
"14029",439,24,"a","e","c","-","-","ace"
"14030",439,21,"d","a","e","b","c","abcde"
"14031",439,20,"e","b","c","d","a","abcde"
"14032",439,12,"d","a","-","-","-","ad"
"14033",439,8,"b","a","-","-","-","ab"
"14034",439,27,"a","b","-","-","-","ab"
"14035",439,25,"d","c","-","-","-","cd"
"14036",439,9,"b","e","-","-","-","be"
"14037",439,30,"b","d","e","a","-","abde"
"14038",439,29,"d","b","e","a","-","abde"
"14039",439,10,"e","c","b","-","-","bce"
"14040",439,26,"e","b","-","-","-","be"
"14041",439,28,"b","a","e","c","-","abce"
"14042",439,3,"c","b","a","-","-","abc"
"14043",439,6,"b","c","e","a","-","abce"
"14044",439,16,"b","d","e","-","-","bde"
"14045",439,32,"b","d","e","-","-","bde"
"14046",439,22,"c","a","-","-","-","ac"
"14047",439,18,"a","d","-","-","-","ad"
"14048",439,11,"e","c","d","-","-","cde"
"14049",440,21,"d","b","c","e","-","bcde"
"14050",440,11,"b","d","e","c","-","bcde"
"14051",440,24,"a","b","-","-","-","ab"
"14052",440,26,"a","e","-","-","-","ae"
"14053",440,6,"b","d","a","e","-","abde"
"14054",440,13,"e","c","a","-","-","ace"
"14055",440,25,"e","d","c","a","-","acde"
"14056",440,9,"c","b","d","e","-","bcde"
"14057",440,8,"e","a","c","-","-","ace"
"14058",440,29,"b","d","-","-","-","bd"
"14059",440,19,"b","e","a","-","-","abe"
"14060",440,12,"d","e","-","-","-","de"
"14061",440,2,"c","d","b","a","-","abcd"
"14062",440,15,"b","e","-","-","-","be"
"14063",440,3,"a","c","-","-","-","ac"
"14064",440,4,"a","d","c","b","-","abcd"
"14065",440,14,"b","a","c","-","-","abc"
"14066",440,5,"e","b","d","-","-","bde"
"14067",440,17,"b","c","e","d","a","abcde"
"14068",440,22,"b","e","d","a","c","abcde"
"14069",440,10,"a","d","b","c","-","abcd"
"14070",440,16,"d","a","b","e","-","abde"
"14071",440,18,"d","c","-","-","-","cd"
"14072",440,20,"b","c","-","-","-","bc"
"14073",440,30,"e","a","-","-","-","ae"
"14074",440,28,"a","b","d","-","-","abd"
"14075",440,27,"e","d","a","c","-","acde"
"14076",440,31,"c","b","-","-","-","bc"
"14077",440,7,"e","b","-","-","-","be"
"14078",440,32,"c","e","a","-","-","ace"
"14079",440,23,"b","e","c","-","-","bce"
"14080",440,1,"a","c","-","-","-","ac"
"14081",441,25,"b","e","c","a","-","abce"
"14082",441,3,"d","b","e","c","-","bcde"
"14083",441,1,"c","d","a","-","-","acd"
"14084",441,11,"d","c","b","-","-","bcd"
"14085",441,8,"b","e","a","d","-","abde"
"14086",441,6,"a","e","b","c","-","abce"
"14087",441,30,"c","d","b","-","-","bcd"
"14088",441,17,"d","b","a","c","-","abcd"
"14089",441,4,"d","a","-","-","-","ad"
"14090",441,24,"a","b","-","-","-","ab"
"14091",441,32,"c","d","b","-","-","bcd"
"14092",441,19,"a","e","-","-","-","ae"
"14093",441,27,"b","e","c","-","-","bce"
"14094",441,23,"b","e","-","-","-","be"
"14095",441,13,"b","c","a","-","-","abc"
"14096",441,29,"c","a","-","-","-","ac"
"14097",441,20,"a","d","e","-","-","ade"
"14098",441,15,"e","c","a","-","-","ace"
"14099",441,5,"a","b","e","-","-","abe"
"14100",441,22,"d","a","c","-","-","acd"
"14101",441,7,"d","a","b","-","-","abd"
"14102",441,18,"b","c","e","-","-","bce"
"14103",441,21,"e","c","b","d","-","bcde"
"14104",441,16,"b","a","d","c","-","abcd"
"14105",441,12,"a","c","d","e","-","acde"
"14106",441,10,"e","d","b","-","-","bde"
"14107",441,31,"c","e","a","-","-","ace"
"14108",441,9,"b","e","d","-","-","bde"
"14109",441,26,"d","e","-","-","-","de"
"14110",441,28,"a","c","-","-","-","ac"
"14111",441,14,"d","c","b","-","-","bcd"
"14112",441,2,"b","c","e","-","-","bce"
"14113",442,26,"d","c","b","-","-","bcd"
"14114",442,5,"a","c","b","-","-","abc"
"14115",442,23,"e","c","-","-","-","ce"
"14116",442,32,"c","d","-","-","-","cd"
"14117",442,11,"a","b","-","-","-","ab"
"14118",442,7,"a","b","e","-","-","abe"
"14119",442,16,"e","c","-","-","-","ce"
"14120",442,27,"c","b","d","-","-","bcd"
"14121",442,10,"b","a","-","-","-","ab"
"14122",442,30,"e","d","-","-","-","de"
"14123",442,9,"a","d","c","-","-","acd"
"14124",442,31,"d","c","-","-","-","cd"
"14125",442,3,"e","b","-","-","-","be"
"14126",442,17,"e","c","-","-","-","ce"
"14127",442,8,"a","c","b","-","-","abc"
"14128",442,12,"c","a","-","-","-","ac"
"14129",442,19,"a","c","-","-","-","ac"
"14130",442,25,"b","a","-","-","-","ab"
"14131",442,24,"e","c","b","-","-","bce"
"14132",442,15,"a","c","d","-","-","acd"
"14133",442,14,"b","a","e","c","-","abce"
"14134",442,4,"a","d","-","-","-","ad"
"14135",442,29,"b","e","-","-","-","be"
"14136",442,22,"c","e","a","-","-","ace"
"14137",442,21,"c","e","b","d","-","bcde"
"14138",442,6,"e","c","a","b","-","abce"
"14139",442,13,"a","e","-","-","-","ae"
"14140",442,20,"b","e","c","-","-","bce"
"14141",442,28,"b","e","-","-","-","be"
"14142",442,1,"e","b","a","-","-","abe"
"14143",442,2,"c","d","a","e","-","acde"
"14144",442,18,"e","d","a","-","-","ade"
"14145",443,18,"d","c","b","e","-","bcde"
"14146",443,19,"d","b","-","-","-","bd"
"14147",443,5,"b","c","e","-","-","bce"
"14148",443,8,"e","a","c","-","-","ace"
"14149",443,4,"c","d","-","-","-","cd"
"14150",443,31,"d","c","b","a","-","abcd"
"14151",443,7,"d","a","c","-","-","acd"
"14152",443,25,"d","a","e","-","-","ade"
"14153",443,30,"d","a","c","e","-","acde"
"14154",443,21,"e","b","a","d","-","abde"
"14155",443,16,"a","d","b","-","-","abd"
"14156",443,22,"c","e","d","a","-","acde"
"14157",443,26,"a","c","d","-","-","acd"
"14158",443,17,"b","e","-","-","-","be"
"14159",443,29,"b","d","a","c","-","abcd"
"14160",443,27,"b","e","c","-","-","bce"
"14161",443,11,"d","c","-","-","-","cd"
"14162",443,9,"b","e","a","-","-","abe"
"14163",443,2,"b","e","-","-","-","be"
"14164",443,13,"e","b","-","-","-","be"
"14165",443,32,"e","d","a","c","-","acde"
"14166",443,6,"a","c","-","-","-","ac"
"14167",443,28,"a","d","b","-","-","abd"
"14168",443,14,"e","d","-","-","-","de"
"14169",443,12,"b","a","c","-","-","abc"
"14170",443,15,"e","d","a","c","-","acde"
"14171",443,20,"e","d","a","-","-","ade"
"14172",443,1,"b","a","c","-","-","abc"
"14173",443,24,"a","b","e","-","-","abe"
"14174",443,23,"e","d","-","-","-","de"
"14175",443,3,"e","c","d","-","-","cde"
"14176",443,10,"c","b","a","d","e","abcde"
"14177",444,18,"e","c","d","a","-","acde"
"14178",444,28,"c","a","-","-","-","ac"
"14179",444,22,"e","c","a","-","-","ace"
"14180",444,25,"c","b","d","-","-","bcd"
"14181",444,31,"e","d","c","a","b","abcde"
"14182",444,5,"d","e","-","-","-","de"
"14183",444,24,"a","b","c","-","-","abc"
"14184",444,27,"e","b","d","-","-","bde"
"14185",444,2,"b","e","c","-","-","bce"
"14186",444,4,"e","a","-","-","-","ae"
"14187",444,20,"e","c","-","-","-","ce"
"14188",444,13,"c","e","b","-","-","bce"
"14189",444,3,"c","e","-","-","-","ce"
"14190",444,11,"e","a","c","-","-","ace"
"14191",444,19,"a","c","-","-","-","ac"
"14192",444,10,"b","c","a","-","-","abc"
"14193",444,8,"d","a","-","-","-","ad"
"14194",444,6,"c","b","-","-","-","bc"
"14195",444,16,"c","a","d","e","-","acde"
"14196",444,32,"b","e","c","-","-","bce"
"14197",444,17,"b","e","-","-","-","be"
"14198",444,21,"e","a","b","-","-","abe"
"14199",444,9,"b","a","c","-","-","abc"
"14200",444,12,"e","b","c","-","-","bce"
"14201",444,29,"d","c","a","e","-","acde"
"14202",444,23,"b","d","e","-","-","bde"
"14203",444,14,"d","e","b","-","-","bde"
"14204",444,15,"e","d","-","-","-","de"
"14205",444,7,"a","c","-","-","-","ac"
"14206",444,30,"b","a","d","-","-","abd"
"14207",444,1,"e","d","-","-","-","de"
"14208",444,26,"d","a","-","-","-","ad"
"14209",445,9,"c","b","e","a","-","abce"
"14210",445,15,"a","c","-","-","-","ac"
"14211",445,11,"a","b","-","-","-","ab"
"14212",445,26,"d","a","b","c","e","abcde"
"14213",445,10,"d","c","a","-","-","acd"
"14214",445,28,"d","b","-","-","-","bd"
"14215",445,30,"c","e","-","-","-","ce"
"14216",445,18,"c","a","-","-","-","ac"
"14217",445,21,"e","b","a","-","-","abe"
"14218",445,14,"e","c","b","-","-","bce"
"14219",445,3,"a","b","c","d","e","abcde"
"14220",445,13,"c","b","e","-","-","bce"
"14221",445,2,"e","a","-","-","-","ae"
"14222",445,31,"c","e","a","d","-","acde"
"14223",445,32,"a","e","-","-","-","ae"
"14224",445,19,"e","a","b","-","-","abe"
"14225",445,25,"e","c","-","-","-","ce"
"14226",445,16,"b","c","a","e","d","abcde"
"14227",445,24,"e","d","b","a","-","abde"
"14228",445,1,"e","b","c","-","-","bce"
"14229",445,22,"e","d","-","-","-","de"
"14230",445,5,"c","d","-","-","-","cd"
"14231",445,12,"e","c","d","-","-","cde"
"14232",445,7,"e","c","-","-","-","ce"
"14233",445,6,"b","e","d","-","-","bde"
"14234",445,4,"a","c","-","-","-","ac"
"14235",445,29,"e","b","-","-","-","be"
"14236",445,8,"b","d","-","-","-","bd"
"14237",445,17,"a","d","e","-","-","ade"
"14238",445,27,"d","a","b","-","-","abd"
"14239",445,23,"a","d","c","-","-","acd"
"14240",445,20,"c","d","a","-","-","acd"
"14241",446,10,"d","b","c","-","-","bcd"
"14242",446,30,"a","d","e","c","-","acde"
"14243",446,31,"a","c","d","b","-","abcd"
"14244",446,12,"c","d","b","e","-","bcde"
"14245",446,21,"e","c","-","-","-","ce"
"14246",446,23,"b","c","e","d","-","bcde"
"14247",446,9,"d","a","b","c","-","abcd"
"14248",446,4,"b","c","-","-","-","bc"
"14249",446,26,"e","a","-","-","-","ae"
"14250",446,7,"e","c","-","-","-","ce"
"14251",446,32,"b","e","-","-","-","be"
"14252",446,28,"c","a","d","e","-","acde"
"14253",446,20,"b","d","-","-","-","bd"
"14254",446,22,"e","a","-","-","-","ae"
"14255",446,13,"b","d","a","-","-","abd"
"14256",446,15,"d","e","c","b","-","bcde"
"14257",446,11,"c","b","e","d","-","bcde"
"14258",446,14,"b","c","e","-","-","bce"
"14259",446,6,"d","c","b","a","e","abcde"
"14260",446,3,"c","a","-","-","-","ac"
"14261",446,24,"e","a","d","-","-","ade"
"14262",446,2,"a","b","e","-","-","abe"
"14263",446,1,"c","b","-","-","-","bc"
"14264",446,5,"c","a","-","-","-","ac"
"14265",446,8,"b","d","a","-","-","abd"
"14266",446,18,"c","a","b","-","-","abc"
"14267",446,29,"d","b","c","-","-","bcd"
"14268",446,19,"a","d","-","-","-","ad"
"14269",446,16,"d","c","a","-","-","acd"
"14270",446,17,"c","d","b","-","-","bcd"
"14271",446,25,"b","a","e","-","-","abe"
"14272",446,27,"d","c","a","-","-","acd"
"14273",447,26,"c","d","-","-","-","cd"
"14274",447,2,"e","d","-","-","-","de"
"14275",447,21,"b","c","e","-","-","bce"
"14276",447,7,"e","a","b","-","-","abe"
"14277",447,31,"d","e","c","-","-","cde"
"14278",447,5,"e","d","c","-","-","cde"
"14279",447,25,"e","a","b","-","-","abe"
"14280",447,9,"c","e","-","-","-","ce"
"14281",447,1,"a","b","-","-","-","ab"
"14282",447,13,"a","b","-","-","-","ab"
"14283",447,18,"c","d","a","-","-","acd"
"14284",447,27,"a","c","b","-","-","abc"
"14285",447,22,"d","e","c","b","-","bcde"
"14286",447,20,"e","b","d","-","-","bde"
"14287",447,14,"b","a","-","-","-","ab"
"14288",447,8,"c","a","-","-","-","ac"
"14289",447,4,"a","c","d","-","-","acd"
"14290",447,32,"b","e","c","-","-","bce"
"14291",447,15,"c","a","-","-","-","ac"
"14292",447,16,"b","c","e","-","-","bce"
"14293",447,23,"d","b","c","a","-","abcd"
"14294",447,19,"c","b","e","d","-","bcde"
"14295",447,6,"c","e","b","a","d","abcde"
"14296",447,30,"d","b","-","-","-","bd"
"14297",447,17,"a","e","-","-","-","ae"
"14298",447,12,"a","b","d","-","-","abd"
"14299",447,11,"a","c","d","b","-","abcd"
"14300",447,10,"a","c","-","-","-","ac"
"14301",447,3,"e","d","-","-","-","de"
"14302",447,29,"b","a","-","-","-","ab"
"14303",447,28,"a","c","d","-","-","acd"
"14304",447,24,"a","d","-","-","-","ad"
"14305",448,17,"d","e","c","a","b","abcde"
"14306",448,20,"b","a","e","-","-","abe"
"14307",448,6,"a","c","d","b","-","abcd"
"14308",448,9,"e","d","c","-","-","cde"
"14309",448,2,"c","a","d","-","-","acd"
"14310",448,3,"d","b","-","-","-","bd"
"14311",448,18,"c","e","a","-","-","ace"
"14312",448,25,"b","e","d","-","-","bde"
"14313",448,7,"e","a","b","-","-","abe"
"14314",448,19,"a","c","e","b","-","abce"
"14315",448,8,"d","c","-","-","-","cd"
"14316",448,31,"e","c","b","-","-","bce"
"14317",448,14,"b","d","-","-","-","bd"
"14318",448,11,"e","c","b","d","-","bcde"
"14319",448,27,"b","e","-","-","-","be"
"14320",448,29,"e","c","-","-","-","ce"
"14321",448,13,"c","d","a","-","-","acd"
"14322",448,24,"c","a","e","d","b","abcde"
"14323",448,12,"b","a","-","-","-","ab"
"14324",448,32,"b","a","-","-","-","ab"
"14325",448,28,"b","c","a","d","-","abcd"
"14326",448,30,"a","e","-","-","-","ae"
"14327",448,4,"a","d","b","-","-","abd"
"14328",448,1,"e","a","c","-","-","ace"
"14329",448,15,"d","b","e","-","-","bde"
"14330",448,16,"c","d","b","-","-","bcd"
"14331",448,5,"b","e","d","-","-","bde"
"14332",448,21,"a","d","-","-","-","ad"
"14333",448,23,"c","d","-","-","-","cd"
"14334",448,26,"b","c","e","-","-","bce"
"14335",448,10,"d","b","e","-","-","bde"
"14336",448,22,"b","a","d","-","-","abd"
"14337",449,31,"d","e","-","-","-","de"
"14338",449,9,"c","a","b","-","-","abc"
"14339",449,3,"b","a","c","-","-","abc"
"14340",449,25,"c","b","a","e","d","abcde"
"14341",449,15,"d","b","a","-","-","abd"
"14342",449,29,"e","b","-","-","-","be"
"14343",449,20,"c","d","-","-","-","cd"
"14344",449,23,"d","e","a","-","-","ade"
"14345",449,4,"c","d","b","-","-","bcd"
"14346",449,28,"e","b","-","-","-","be"
"14347",449,5,"c","a","-","-","-","ac"
"14348",449,32,"d","a","c","-","-","acd"
"14349",449,10,"c","a","d","b","-","abcd"
"14350",449,17,"a","c","e","b","-","abce"
"14351",449,1,"c","a","-","-","-","ac"
"14352",449,14,"e","d","b","-","-","bde"
"14353",449,24,"d","e","c","b","-","bcde"
"14354",449,19,"b","a","-","-","-","ab"
"14355",449,26,"d","e","-","-","-","de"
"14356",449,2,"c","e","d","-","-","cde"
"14357",449,16,"a","b","-","-","-","ab"
"14358",449,8,"e","c","b","-","-","bce"
"14359",449,13,"a","b","e","d","-","abde"
"14360",449,18,"a","b","c","d","-","abcd"
"14361",449,21,"c","b","d","a","-","abcd"
"14362",449,27,"e","c","-","-","-","ce"
"14363",449,11,"d","c","b","-","-","bcd"
"14364",449,6,"c","e","a","b","-","abce"
"14365",449,30,"c","d","e","a","b","abcde"
"14366",449,7,"d","e","-","-","-","de"
"14367",449,12,"a","b","d","c","-","abcd"
"14368",449,22,"e","c","b","-","-","bce"
"14369",450,6,"b","c","e","d","-","bcde"
"14370",450,8,"e","d","-","-","-","de"
"14371",450,13,"d","c","-","-","-","cd"
"14372",450,1,"e","d","b","c","-","bcde"
"14373",450,31,"e","d","-","-","-","de"
"14374",450,30,"e","a","b","-","-","abe"
"14375",450,24,"c","d","a","b","-","abcd"
"14376",450,29,"b","c","-","-","-","bc"
"14377",450,9,"d","c","-","-","-","cd"
"14378",450,20,"a","c","e","d","-","acde"
"14379",450,15,"d","b","a","e","-","abde"
"14380",450,3,"e","a","c","-","-","ace"
"14381",450,26,"c","b","a","-","-","abc"
"14382",450,27,"e","a","c","-","-","ace"
"14383",450,32,"b","c","e","a","-","abce"
"14384",450,17,"e","d","-","-","-","de"
"14385",450,2,"e","b","a","d","-","abde"
"14386",450,19,"b","e","d","c","-","bcde"
"14387",450,14,"d","a","e","-","-","ade"
"14388",450,4,"a","b","e","d","-","abde"
"14389",450,12,"a","c","-","-","-","ac"
"14390",450,16,"e","d","b","-","-","bde"
"14391",450,23,"d","a","c","-","-","acd"
"14392",450,10,"d","e","b","-","-","bde"
"14393",450,25,"e","b","d","c","-","bcde"
"14394",450,5,"a","d","b","e","-","abde"
"14395",450,21,"c","a","e","-","-","ace"
"14396",450,22,"b","c","d","-","-","bcd"
"14397",450,11,"b","c","d","-","-","bcd"
"14398",450,7,"e","b","-","-","-","be"
"14399",450,28,"c","b","-","-","-","bc"
"14400",450,18,"e","b","-","-","-","be"
"14401",451,7,"b","d","e","c","a","abcde"
"14402",451,2,"b","a","d","c","e","abcde"
"14403",451,29,"c","b","-","-","-","bc"
"14404",451,9,"a","e","b","-","-","abe"
"14405",451,31,"a","b","-","-","-","ab"
